round,seed,strategy,count,percentage
140,1024,coop,43282,0.55
140,1024,defect,8477,0.11
140,1024,exploitation,26241,0.34
141,1024,coop,43818,0.56
141,1024,defect,8181,0.1
141,1024,exploitation,26001,0.33
142,1024,coop,44384,0.57
142,1024,defect,7998,0.1
142,1024,exploitation,25618,0.33
143,1024,coop,46845,0.6
143,1024,defect,6426,0.08
143,1024,exploitation,24729,0.32
144,1024,coop,46865,0.6
144,1024,defect,6433,0.08
144,1024,exploitation,24702,0.32
145,1024,coop,47005,0.6
145,1024,defect,6297,0.08
145,1024,exploitation,24698,0.32
146,1024,coop,47161,0.6
146,1024,defect,6223,0.08
146,1024,exploitation,24616,0.32
147,1024,coop,47904,0.61
147,1024,defect,5829,0.07
147,1024,exploitation,24267,0.31
148,1024,coop,48336,0.62
148,1024,defect,5694,0.07
148,1024,exploitation,23970,0.31
149,1024,coop,47989,0.62
149,1024,defect,5884,0.08
149,1024,exploitation,24127,0.31
150,1024,coop,48868,0.63
150,1024,defect,5386,0.07
150,1024,exploitation,23746,0.3
151,1024,coop,48583,0.62
151,1024,defect,5719,0.07
151,1024,exploitation,23698,0.3
152,1024,coop,48860,0.63
152,1024,defect,5535,0.07
152,1024,exploitation,23605,0.3
153,1024,coop,51151,0.66
153,1024,defect,4085,0.05
153,1024,exploitation,22764,0.29
154,1024,coop,50984,0.65
154,1024,defect,4213,0.05
154,1024,exploitation,22803,0.29
155,1024,coop,51710,0.66
155,1024,defect,3926,0.05
155,1024,exploitation,22364,0.29
156,1024,coop,48919,0.63
156,1024,defect,5454,0.07
156,1024,exploitation,23627,0.3
157,1024,coop,48377,0.62
157,1024,defect,5586,0.07
157,1024,exploitation,24037,0.31
158,1024,coop,48140,0.62
158,1024,defect,5706,0.07
158,1024,exploitation,24154,0.31
159,1024,coop,48210,0.62
159,1024,defect,5906,0.08
159,1024,exploitation,23884,0.31
160,1024,coop,48538,0.62
160,1024,defect,5584,0.07
160,1024,exploitation,23878,0.31
161,1024,coop,48540,0.62
161,1024,defect,5585,0.07
161,1024,exploitation,23875,0.31
162,1024,coop,48710,0.62
162,1024,defect,5577,0.07
162,1024,exploitation,23713,0.3
163,1024,coop,48625,0.62
163,1024,defect,5635,0.07
163,1024,exploitation,23740,0.3
164,1024,coop,47847,0.61
164,1024,defect,5927,0.08
164,1024,exploitation,24226,0.31
165,1024,coop,48359,0.62
165,1024,defect,5726,0.07
165,1024,exploitation,23915,0.31
166,1024,coop,48052,0.62
166,1024,defect,5665,0.07
166,1024,exploitation,24283,0.31
167,1024,coop,47839,0.61
167,1024,defect,5871,0.08
167,1024,exploitation,24290,0.31
168,1024,coop,46093,0.59
168,1024,defect,7122,0.09
168,1024,exploitation,24785,0.32
169,1024,coop,46188,0.59
169,1024,defect,7011,0.09
169,1024,exploitation,24801,0.32
170,1024,coop,45953,0.59
170,1024,defect,7319,0.09
170,1024,exploitation,24728,0.32
171,1024,coop,45500,0.58
171,1024,defect,7422,0.1
171,1024,exploitation,25078,0.32
172,1024,coop,45875,0.59
172,1024,defect,7224,0.09
172,1024,exploitation,24901,0.32
173,1024,coop,46330,0.59
173,1024,defect,7173,0.09
173,1024,exploitation,24497,0.31
174,1024,coop,46204,0.59
174,1024,defect,6864,0.09
174,1024,exploitation,24932,0.32
175,1024,coop,45858,0.59
175,1024,defect,7315,0.09
175,1024,exploitation,24827,0.32
176,1024,coop,46363,0.59
176,1024,defect,6823,0.09
176,1024,exploitation,24814,0.32
177,1024,coop,47187,0.6
177,1024,defect,6622,0.08
177,1024,exploitation,24191,0.31
178,1024,coop,46535,0.6
178,1024,defect,6945,0.09
178,1024,exploitation,24520,0.31
179,1024,coop,46233,0.59
179,1024,defect,7039,0.09
179,1024,exploitation,24728,0.32
180,1024,coop,46232,0.59
180,1024,defect,6979,0.09
180,1024,exploitation,24789,0.32
181,1024,coop,45851,0.59
181,1024,defect,7236,0.09
181,1024,exploitation,24913,0.32
182,1024,coop,45171,0.58
182,1024,defect,7456,0.1
182,1024,exploitation,25373,0.33
183,1024,coop,43138,0.55
183,1024,defect,9057,0.12
