round,seed,strategy,count,percentage
108,1024,coop,25156,0.32
108,1024,defect,22825,0.29
108,1024,exploitation,30019,0.38
109,1024,coop,24279,0.31
109,1024,defect,23827,0.31
109,1024,exploitation,29894,0.38
110,1024,coop,26647,0.34
110,1024,defect,21865,0.28
110,1024,exploitation,29488,0.38
111,1024,coop,26847,0.34
111,1024,defect,21598,0.28
111,1024,exploitation,29555,0.38
112,1024,coop,28944,0.37
112,1024,defect,19558,0.25
112,1024,exploitation,29498,0.38
113,1024,coop,29078,0.37
113,1024,defect,19523,0.25
113,1024,exploitation,29399,0.38
114,1024,coop,28782,0.37
114,1024,defect,19513,0.25
114,1024,exploitation,29705,0.38
115,1024,coop,27182,0.35
115,1024,defect,20600,0.26
115,1024,exploitation,30218,0.39
116,1024,coop,27545,0.35
116,1024,defect,20507,0.26
116,1024,exploitation,29948,0.38
117,1024,coop,28901,0.37
117,1024,defect,19214,0.25
117,1024,exploitation,29885,0.38
118,1024,coop,27619,0.35
118,1024,defect,20396,0.26
118,1024,exploitation,29985,0.38
119,1024,coop,27014,0.35
119,1024,defect,20902,0.27
119,1024,exploitation,30084,0.39
120,1024,coop,25631,0.33
120,1024,defect,22337,0.29
120,1024,exploitation,30032,0.39
121,1024,coop,25595,0.33
121,1024,defect,22384,0.29
121,1024,exploitation,30021,0.38
122,1024,coop,27026,0.35
122,1024,defect,21285,0.27
122,1024,exploitation,29689,0.38
123,1024,coop,26824,0.34
123,1024,defect,21391,0.27
123,1024,exploitation,29785,0.38
124,1024,coop,28685,0.37
124,1024,defect,19814,0.25
124,1024,exploitation,29501,0.38
125,1024,coop,30581,0.39
125,1024,defect,18423,0.24
125,1024,exploitation,28996,0.37
126,1024,coop,28721,0.37
126,1024,defect,19894,0.26
126,1024,exploitation,29385,0.38
127,1024,coop,28094,0.36
127,1024,defect,20452,0.26
127,1024,exploitation,29454,0.38
128,1024,coop,27495,0.35
128,1024,defect,20992,0.27
128,1024,exploitation,29513,0.38
129,1024,coop,27241,0.35
129,1024,defect,21644,0.28
129,1024,exploitation,29115,0.37
130,1024,coop,26768,0.34
130,1024,defect,22275,0.29
130,1024,exploitation,28957,0.37
131,1024,coop,26257,0.34
131,1024,defect,22611,0.29
131,1024,exploitation,29132,0.37
132,1024,coop,27637,0.35
132,1024,defect,21234,0.27
132,1024,exploitation,29129,0.37
133,1024,coop,28538,0.37
133,1024,defect,20717,0.27
133,1024,exploitation,28745,0.37
134,1024,coop,28549,0.37
134,1024,defect,20334,0.26
134,1024,exploitation,29117,0.37
135,1024,coop,28391,0.36
135,1024,defect,20801,0.27
135,1024,exploitation,28808,0.37
136,1024,coop,28292,0.36
136,1024,defect,20990,0.27
136,1024,exploitation,28718,0.37
137,1024,coop,27899,0.36
137,1024,defect,21254,0.27
137,1024,exploitation,28847,0.37
138,1024,coop,27115,0.35
138,1024,defect,21797,0.28
138,1024,exploitation,29088,0.37
139,1024,coop,28048,0.36
139,1024,defect,20983,0.27
139,1024,exploitation,28969,0.37
140,1024,coop,26343,0.34
140,1024,defect,22374,0.29
140,1024,exploitation,29283,0.38
141,1024,coop,27068,0.35
141,1024,defect,21804,0.28
141,1024,exploitation,29128,0.37
142,1024,coop,27444,0.35
142,1024,defect,21362,0.27
142,1024,exploitation,29194,0.37
143,1024,coop,27061,0.35
143,1024,defect,21981,0.28
143,1024,exploitation,28958,0.37
144,1024,coop,25450,0.33
144,1024,defect,23526,0.3
144,1024,exploitation,29024,0.37
145,1024,coop,25421,0.33
145,1024,defect,23575,0.3
145,1024,exploitation,29004,0.37
146,1024,coop,25170,0.32
146,1024,defect,23695,0.3
146,1024,exploitation,29135,0.37
147,1024,coop,23771,0.3
147,1024,defect,25144,0.32
147,1024,exploitation,29085,0.37
148,1024,coop,24236,0.31
148,1024,defect,24413,0.31
148,1024,exploitation,29351,0.38
149,1024,coop,23982,0.31
149,1024,defect,24389,0.31
149,1024,exploitation,29629,0.38
150,1024,coop,22894,0.29
150,1024,defect,25349,0.32
150,1024,exploitation,29757,0.38
151,1024,coop,22435,0.29
151,1024,defect,25988,0.33
151,1024,exploitation,29577,0.38
152,1024,coop,22884,0.29
152,1024,defect,25280,0.32
152,1024,exploitation,29836,0.38
153,1024,coop,21248,0.27
153,1024,defect,26746,0.34
153,1024,exploitation,30006,0.38
154,1024,coop,22807,0.29
154,1024,defect,25480,0.33
154,1024,exploitation,29713,0.38
155,1024,coop,23210,0.3
155,1024,defect,25005,0.32
155,1024,exploitation,29785,0.38
156,1024,coop,23359,0.3
156,1024,defect,24874,0.32
156,1024,exploitation,29767,0.38
157,1024,coop,24900,0.32
157,1024,defect,23516,0.3
157,1024,exploitation,29584,0.38
158,1024,coop,26455,0.34
158,1024,defect,22066,0.28
158,1024,exploitation,29479,0.38
159,1024,coop,26433,0.34
159,1024,defect,22076,0.28
159,1024,exploitation,29491,0.38
160,1024,coop,28462,0.36
160,1024,defect,20320,0.26
160,1024,exploitation,29218,0.37
161,1024,coop,28613,0.37
161,1024,defect,20002,0.26
161,1024,exploitation,29385,0.38
162,1024,coop,30259,0.39
162,1024,defect,18681,0.24
162,1024,exploitation,29060,0.37
163,1024,coop,30898,0.4
163,1024,defect,18306,0.23
163,1024,exploitation,28796,0.37
164,1024,coop,32483,0.42
164,1024,defect,16730,0.21
164,1024,exploitation,28787,0.37
165,1024,coop,31019,0.4
165,1024,defect,17928,0.23
165,1024,exploitation,29053,0.37
166,1024,coop,32919,0.42
166,1024,defect,16501,0.21
166,1024,exploitation,28580,0.37
167,1024,coop,32434,0.42
167,1024,defect,16544,0.21
167,1024,exploitation,29022,0.37
168,1024,coop,31237,0.4
168,1024,defect,17684,0.23
168,1024,exploitation,29079,0.37
169,1024,coop,33171,0.43
169,1024,defect,16242,0.21
169,1024,exploitation,28587,0.37
170,1024,coop,32985,0.42
170,1024,defect,16327,0.21
170,1024,exploitation,28688,0.37
171,1024,coop,32914,0.42
171,1024,defect,16232,0.21
171,1024,exploitation,28854,0.37
172,1024,coop,33013,0.42
172,1024,defect,16410,0.21
172,1024,exploitation,28577,0.37
173,1024,coop,33136,0.42
173,1024,defect,16410,0.21
173,1024,exploitation,28454,0.36
174,1024,coop,33041,0.42
174,1024,defect,16098,0.21
174,1024,exploitation,28861,0.37
175,1024,coop,32807,0.42
175,1024,defect,16607,0.21
175,1024,exploitation,28586,0.37
176,1024,coop,32997,0.42
176,1024,defect,16073,0.21
176,1024,exploitation,28930,0.37
177,1024,coop,31518,0.4
177,1024,defect,17701,0.23
177,1024,exploitation,28781,0.37
178,1024,coop,33186,0.43
178,1024,defect,16243,0.21
178,1024,exploitation,28571,0.37
179,1024,coop,34831,0.45
179,1024,defect,14921,0.19
179,1024,exploitation,28248,0.36
180,1024,coop,32756,0.42
180,1024,defect,16351,0.21
180,1024,exploitation,28893,0.37
181,1024,coop,32325,0.41
181,1024,defect,17059,0.22
181,1024,exploitation,28616,0.37
182,1024,coop,33718,0.43
182,1024,defect,15670,0.2
182,1024,exploitation,28612,0.37
183,1024,coop,31796,0.41
183,1024,defect,17692,0.23
183,1024,exploitation,28512,0.37
184,1024,coop,31682,0.41
184,1024,defect,17696,0.23
184,1024,exploitation,28622,0.37
185,1024,coop,33118,0.42
185,1024,defect,16728,0.21
185,1024,exploitation,28154,0.36
186,1024,coop,32944,0.42
186,1024,defect,16811,0.22
186,1024,exploitation,28245,0.36
187,1024,coop,32362,0.41
187,1024,defect,17045,0.22
187,1024,exploitation,28593,0.37
188,1024,coop,34379,0.44
188,1024,defect,15501,0.2
188,1024,exploitation,28120,0.36
189,1024,coop,32501,0.42
189,1024,defect,16747,0.21
189,1024,exploitation,28752,0.37
190,1024,coop,34076,0.44
190,1024,defect,15625,0.2
190,1024,exploitation,28299,0.36
191,1024,coop,32666,0.42
191,1024,defect,17017,0.22
191,1024,exploitation,28317,0.36
192,1024,coop,34413,0.44
192,1024,defect,15237,0.2
192,1024,exploitation,28350,0.36
193,1024,coop,34332,0.44
193,1024,defect,15764,0.2
193,1024,exploitation,27904,0.36
194,1024,coop,32187,0.41
194,1024,defect,17334,0.22
194,1024,exploitation,28479,0.37
195,1024,coop,32063,0.41
195,1024,defect,17329,0.22
195,1024,exploitation,28608,0.37
196,1024,coop,30098,0.39
196,1024,defect,19051,0.24
196,1024,exploitation,28851,0.37
197,1024,coop,30596,0.39
197,1024,defect,18980,0.24
197,1024,exploitation,28424,0.36
198,1024,coop,29991,0.38
198,1024,defect,19226,0.25
198,1024,exploitation,28783,0.37
199,1024,coop,30159,0.39
199,1024,defect,18929,0.24
199,1024,exploitation,28912,0.37
200,1024,coop,30521,0.39
200,1024,defect,18730,0.24
200,1024,exploitation,28749,0.37
201,1024,coop,30829,0.4
201,1024,defect,18512,0.24
201,1024,exploitation,28659,0.37
202,1024,coop,30857,0.4
202,1024,defect,18501,0.24
202,1024,exploitation,28642,0.37
203,1024,coop,30446,0.39
203,1024,defect,18628,0.24
203,1024,exploitation,28926,0.37
204,1024,coop,31087,0.4
204,1024,defect,18408,0.24
204,1024,exploitation,28505,0.37
205,1024,coop,31357,0.4
205,1024,defect,18175,0.23
205,1024,exploitation,28468,0.36
206,1024,coop,30953,0.4
206,1024,defect,18402,0.24
206,1024,exploitation,28645,0.37
207,1024,coop,31674,0.41
207,1024,defect,17719,0.23
207,1024,exploitation,28607,0.37
208,1024,coop,33175,0.43
208,1024,defect,16589,0.21
208,1024,exploitation,28236,0.36
209,1024,coop,31059,0.4
209,1024,defect,18282,0.23
209,1024,exploitation,28659,0.37
210,1024,coop,31667,0.41
210,1024,defect,17606,0.23
210,1024,exploitation,28727,0.37
211,1024,coop,29946,0.38
211,1024,defect,19248,0.25
211,1024,exploitation,28806,0.37
212,1024,coop,27401,0.35
212,1024,defect,21240,0.27
212,1024,exploitation,29359,0.38
213,1024,coop,27458,0.35
213,1024,defect,21473,0.28
213,1024,exploitation,29069,0.37
214,1024,coop,29471,0.38
214,1024,defect,19771,0.25
214,1024,exploitation,28758,0.37
215,1024,coop,29161,0.37
215,1024,defect,19688,0.25
215,1024,exploitation,29151,0.37
216,1024,coop,29336,0.38
216,1024,defect,19774,0.25
216,1024,exploitation,28890,0.37
217,1024,coop,29621,0.38
217,1024,defect,19550,0.25
217,1024,exploitation,28829,0.37
218,1024,coop,29245,0.37
218,1024,defect,19793,0.25
218,1024,exploitation,28962,0.37
219,1024,coop,29599,0.38
219,1024,defect,19286,0.25
219,1024,exploitation,29115,0.37
220,1024,coop,29975,0.38
220,1024,defect,19292,0.25
220,1024,exploitation,28733,0.37
221,1024,coop,28421,0.36
221,1024,defect,20064,0.26
221,1024,exploitation,29515,0.38
222,1024,coop,28477,0.37
222,1024,defect,20278,0.26
222,1024,exploitation,29245,0.37
223,1024,coop,28386,0.36
223,1024,defect,20289,0.26
223,1024,exploitation,29325,0.38
224,1024,coop,28495,0.37
224,1024,defect,20322,0.26
224,1024,exploitation,29183,0.37
225,1024,coop,28388,0.36
225,1024,defect,20489,0.26
225,1024,exploitation,29123,0.37
226,1024,coop,27921,0.36
226,1024,defect,20715,0.27
226,1024,exploitation,29364,0.38
227,1024,coop,28100,0.36
227,1024,defect,20621,0.26
227,1024,exploitation,29279,0.38
228,1024,coop,27753,0.36
228,1024,defect,20386,0.26
228,1024,exploitation,29861,0.38
229,1024,coop,28163,0.36
229,1024,defect,20570,0.26
229,1024,exploitation,29267,0.38
230,1024,coop,26419,0.34
230,1024,defect,22220,0.28
230,1024,exploitation,29361,0.38
231,1024,coop,26683,0.34
231,1024,defect,21601,0.28
231,1024,exploitation,29716,0.38
232,1024,coop,26258,0.34
232,1024,defect,22083,0.28
232,1024,exploitation,29659,0.38
233,1024,coop,26466,0.34
233,1024,defect,21896,0.28
233,1024,exploitation,29638,0.38
234,1024,coop,26634,0.34
234,1024,defect,21678,0.28
234,1024,exploitation,29688,0.38
235,1024,coop,27995,0.36
235,1024,defect,20493,0.26
235,1024,exploitation,29512,0.38
236,1024,coop,29892,0.38
236,1024,defect,19221,0.25
236,1024,exploitation,28887,0.37
237,1024,coop,28390,0.36
237,1024,defect,20471,0.26
237,1024,exploitation,29139,0.37
238,1024,coop,26487,0.34
238,1024,defect,22061,0.28
238,1024,exploitation,29452,0.38
239,1024,coop,26333,0.34
239,1024,defect,22211,0.28
239,1024,exploitation,29456,0.38
240,1024,coop,26683,0.34
240,1024,defect,21541,0.28
240,1024,exploitation,29776,0.38
241,1024,coop,26612,0.34
241,1024,defect,21912,0.28
241,1024,exploitation,29476,0.38
242,1024,coop,26737,0.34
242,1024,defect,21705,0.28
242,1024,exploitation,29558,0.38
243,1024,coop,28505,0.37
243,1024,defect,20216,0.26
243,1024,exploitation,29279,0.38
244,1024,coop,27957,0.36
244,1024,defect,20446,0.26
244,1024,exploitation,29597,0.38
245,1024,coop,30494,0.39
245,1024,defect,18451,0.24
245,1024,exploitation,29055,0.37
246,1024,coop,30987,0.4
246,1024,defect,18268,0.23
246,1024,exploitation,28745,0.37
247,1024,coop,30547,0.39
247,1024,defect,18422,0.24
247,1024,exploitation,29031,0.37
248,1024,coop,30435,0.39
248,1024,defect,18339,0.24
248,1024,exploitation,29226,0.37
249,1024,coop,29003,0.37
249,1024,defect,19788,0.25
249,1024,exploitation,29209,0.37
250,1024,coop,28885,0.37
250,1024,defect,19828,0.25
250,1024,exploitation,29287,0.38
251,1024,coop,29166,0.37
251,1024,defect,19521,0.25
251,1024,exploitation,29313,0.38
252,1024,coop,29188,0.37
252,1024,defect,19403,0.25
252,1024,exploitation,29409,0.38
253,1024,coop,28885,0.37
253,1024,defect,19557,0.25
253,1024,exploitation,29558,0.38
254,1024,coop,29630,0.38
